a;1978889122138;1.748703;-1.7653046;9.474487
a;1978909263740;1.7365112;-1.8727112;9.470459
a;1978929405342;1.727829;-1.9589539;9.462204
a;1978949546943;1.7223206;-1.9249115;9.553772
a;1978969688545;1.5378876;-2.0278015;9.318115
a;1978989830146;1.7867432;-1.7900238;9.305786
a;1979009971748;1.5866699;-1.8998871;9.35434
a;1979030113349;1.7493134;-1.9262238;9.688477
a;1979050254951;2.5110626;-2.0968933;9.775177
a;1979070396552;1.4933014;-1.7804565;9.610626
a;1979090538154;1.1665039;-1.5756683;9.696686
a;1979110679756;1.826355;-2.0824432;9.621292
a;1979130821357;1.8545532;-2.24646;9.450211
a;1979150962959;1.7233887;-2.1184998;9.402374
a;1979171104560;1.996521;-1.9851685;9.152664
a;1979191246162;1.9280548;-1.5892792;9.245529
a;1979211387763;1.8521271;-1.3669128;9.291473
a;1979231529365;1.7796173;-1.3837128;9.352295
a;1979251670967;1.7921448;-1.78479;9.518097
a;1979271812568;1.8644257;-1.8349152;9.576096
a;1979291954170;1.8494263;-1.8306885;9.615326
a;1979312095771;1.7258148;-1.7728882;9.618149
a;1979332237373;1.6237488;-1.8032532;9.505356
a;1979352378974;1.5909729;-1.9450378;9.488174
a;1979372520576;1.6108551;-1.962326;9.456223
a;1979392662177;1.5952759;-1.94133;9.453049
a;1979412803779;1.6026459;-1.8991547;9.535248
a;1979432945381;1.70755;-1.782547;9.579025
a;1979453086982;1.6897278;-1.7936401;9.505295
a;1979473228584;1.6413269;-1.7578278;9.51506
a;1979493370185;1.7095337;-1.7824402;9.422714
a;1979513511787;1.7645264;-1.7359772;9.432327
a;1979533653388;1.8037109;-1.8276978;9.426132
a;1979553794990;1.7713928;-1.8753662;9.467072
a;1979573936592;1.7754059;-1.8446503;9.392929
a;1979594078193;1.7492218;-1.7052917;9.432175
a;1979614219795;1.7455902;-1.6864624;9.397491
a;1979634361396;1.7943878;-1.7275391;9.38945
a;1979654502998;1.8382416;-1.6936188;9.498383
a;1979674644599;1.7767487;-1.5451813;9.564407
a;1979694786201;1.7490234;-1.5032654;9.467163
a;1979714927802;1.7434082;-1.6901398;9.408981
a;1979735069404;1.8106232;-1.9579773;9.493301
a;1979755211006;1.8507843;-2.1448364;9.587173
a;1979775352607;1.8857422;-1.6550598;9.475937
a;1979795494209;1.8334808;-1.2726898;9.523712
a;1979815635810;1.5729523;-1.2298431;9.567001
a;1979835777412;1.4328003;-1.1882019;9.535721
a;1979855919013;1.6405945;-1.1210175;9.421356
a;1979876060615;1.6977997;-1.1492157;9.154205
a;1979896202217;0.8338318;-0.51371765;8.768005
a;1979916343818;0.32829285;0.7016907;8.355286
a;1979936485420;0.45465088;0.99464417;8.034332
a;1979956627021;0.8533783;0.38139343;8.916214
a;1979976768623;1.8802185;-1.9653168;9.8654785
a;1979996910224;2.7585754;-2.1619568;9.273239
a;1980017051826;2.5161133;-0.69592285;8.892456
a;1980037193427;1.6464081;-0.33117676;8.577057
a;1980057335029;1.4212189;-0.8518982;8.141495
a;1980077476631;2.0172424;-0.7453003;7.968155
a;1980097618232;2.6405334;-1.0149384;9.15712
