a;1987509716391;1.6424408;-2.356659;9.391571
a;1987529857993;1.5314026;-2.3607788;9.226883
a;1987549999594;1.89357;-2.3017578;8.833664
a;1987570141196;1.2201996;-2.0489197;9.617386
a;1987590282797;1.7009888;-2.5186462;9.586655
a;1987610424399;1.8231201;-2.1653748;9.629089
a;1987630566001;1.4029846;-2.3595734;9.480988
a;1987650707602;1.5381927;-2.2665558;9.466339
a;1987670849204;1.6407318;-2.2317047;9.568314
a;1987690990805;1.600235;-2.2809448;9.530258
a;1987711132407;1.555954;-2.3529053;9.47966
a;1987731274008;1.4777374;-2.3355408;9.343216
a;1987751415610;1.6019745;-2.350937;9.337753
a;1987771557211;1.7527008;-2.4255066;9.435364
a;1987791698813;1.7606506;-2.1682281;9.481232
a;1987811840415;1.6747742;-2.0044708;9.4917145
a;1987831982016;1.7243805;-1.9804382;9.503189
a;1987852123618;1.7814178;-1.995575;9.657761
a;1987872265219;1.7668457;-2.1054688;9.803177
a;1987892406821;1.7692719;-2.2239075;9.667297
a;1987912548422;1.6473236;-2.1486816;9.283356
a;1987932690024;1.5441284;-2.2618256;9.188843
a;1987952831626;1.5823975;-2.330307;9.156174
a;1987972973227;1.6381073;-2.2273407;9.143127
a;1987993114829;1.516922;-2.1317139;9.20369
a;1988013256430;1.5244446;-1.8330078;9.328476
a;1988033398032;1.5619507;-1.7960968;9.558807
a;1988053539633;1.6173859;-1.8349152;9.724655
a;1988073681235;1.6454315;-1.819397;9.79364
a;1988093822836;1.6202087;-1.9327545;9.612366
a;1988113964438;1.5907593;-1.9558563;9.381989
a;1988134106040;1.5448761;-1.9279938;9.394791
a;1988154247641;1.6073303;-2.1494293;9.317139
a;1988174389243;1.6339722;-2.1055603;9.284271
a;1988194530844;1.5801849;-1.9699249;9.364822
a;1988214672446;1.6224976;-1.9384766;9.482178
a;1988234814047;1.665863;-2.009491;9.682953
a;1988254955649;1.6881409;-2.0506592;9.734604
a;1988275097251;1.719696;-1.9519348;9.547531
a;1988295238852;1.6410217;-1.6689911;9.539612
a;1988315380454;1.525528;-1.609787;9.461914
a;1988335522055;1.5273743;-1.3135376;9.450043
a;1988355663657;1.5067902;-1.2913208;9.398163
a;1988375805258;1.5574951;-1.7914734;9.456024
a;1988395946860;1.7801666;-2.7172546;9.687775
a;1988416088461;1.9891815;-2.9659119;9.651352
a;1988436230063;1.9585571;-2.6195984;9.57373
a;1988456371665;1.8749695;-1.994873;9.598465
a;1988476513266;1.7753143;-1.0188599;9.564774
a;1988496654868;1.4564514;-0.5340271;9.523056
a;1988516796469;1.4195709;-0.33866882;9.466583
a;1988536938071;1.4010925;-0.19946289;9.237473
a;1988557079672;1.4092102;-0.21542358;8.801804
a;1988577221274;1.1821747;0.51309204;8.502518
a;1988597362876;0.66116333;0.9732666;8.4188385
a;1988617504477;0.38128662;0.82551575;8.437241
a;1988637646079;0.6990509;0.7127075;8.4272
a;1988657787680;1.4876099;-0.49272156;9.489822
a;1988677929282;2.2012482;-1.2025146;9.288895
a;1988698070883;2.0561981;-1.3674316;8.921631
a;1988718212485;1.8788147;-1.6617584;8.486542
a;1988738354086;2.369873;-1.3267365;8.844055
