a;2000561489921;1.4644318;-2.476944;9.371231
a;2000581631522;1.3933868;-2.426239;9.383835
a;2000601773124;1.3800201;-2.410431;9.394562
a;2000621914725;1.470459;-2.384369;9.260468
a;2000642056327;1.3492432;-2.3848267;9.3396
a;2000662197928;1.1157227;-2.4268951;9.478531
a;2000682339530;1.720993;-2.476883;9.548492
a;2000702481132;1.4508514;-2.2775574;9.532852
a;2000722622733;1.2250977;-2.3750458;9.518921
a;2000742764335;1.3395691;-2.5820618;9.397781
a;2000762905936;1.3789978;-2.45784;9.386978
a;2000783047538;1.3723755;-2.6280975;9.377838
a;2000803189139;1.3590393;-2.407013;9.457962
a;2000823330741;1.3128204;-2.5654755;9.406006
a;2000843472343;1.45755;-2.557373;9.399261
a;2000863613944;1.5089874;-2.4113007;9.318939
a;2000883755546;1.3966522;-2.242691;9.323654
a;2000903897147;1.4397278;-2.3529358;9.332092
a;2000924038749;1.4608002;-2.3996277;9.35347
a;2000944180350;1.5020142;-2.4466095;9.247696
a;2000964321952;1.5035858;-2.4006042;9.153336
a;2000984463553;1.3315887;-2.2647247;9.137985
a;2001004605155;1.2734528;-2.3173218;9.303604
a;2001024746757;1.331253;-2.3192139;9.427994
a;2001044888358;1.2895203;-2.326477;9.476028
a;2001065029960;1.2679138;-2.5372314;9.523743
a;2001085171561;1.39151;-2.823578;9.603134
a;2001105313163;1.5083923;-2.7752533;9.605591
a;2001125454764;1.5302277;-2.651596;9.470367
a;2001145596366;1.4900665;-2.6489105;9.426758
a;2001165737968;1.437439;-2.5182343;9.35257
a;2001185879569;1.3754578;-2.4931335;9.436188
a;2001206021171;1.4124298;-2.3944244;9.442764
a;2001226162772;1.4278412;-2.423355;9.398163
a;2001246304374;1.4028931;-2.424347;9.328796
a;2001266445975;1.2687836;-2.3300934;9.31633
a;2001286587577;1.1797028;-1.956665;9.440109
a;2001306729178;1.1448822;-1.2581482;9.339401
a;2001326870780;1.06781;-0.56591797;9.06459
a;2001347012382;1.4187317;-0.66586304;8.305466
a;2001367153983;1.0366516;-0.76960754;8.026077
a;2001387295585;-0.012298584;0.23059082;8.734238
a;2001407437186;0.23921204;1.1972504;8.945328
a;2001427578788;0.6327362;0.3191681;9.0273285
a;2001447720389;1.6769409;-0.4905548;8.754059
a;2001467861991;2.1836395;-0.43756104;9.027771
a;2001488003593;2.0993652;-0.4591217;8.668686
a;2001508145194;2.4677734;-0.82907104;8.564209
a;2001528286796;3.235672;-1.3372345;8.341705
a;2001548428397;4.0797424;-1.8766022;7.8919983
a;2001568569999;5.0287476;-2.8636475;7.068405
a;2001588711600;6.0264435;-3.073761;6.944641
a;2001608853202;6.7970276;-1.9112854;7.340683
a;2001628994803;7.433182;-1.6086731;6.751465
a;2001649136405;8.671295;-2.3078613;5.924698
a;2001669278007;10.314285;-3.7038116;5.5430603
a;2001689419608;11.594452;-4.696045;5.350067
a;2001709561210;12.102463;-4.636444;5.119644
a;2001729702811;11.677673;-4.473892;5.7108307
a;2001749844413;11.250229;-4.420166;6.563965
a;2001769986014;10.520111;-4.942276;6.888077
a;2001790127616;9.282486;-5.064453;6.79541
