9.71339,-3.51865,2.03459
9.77084,-3.40376,2.07289
9.64637,-3.31759,2.12077
9.59850,-3.27929,2.09204
9.65594,-3.42291,2.04417
9.81871,-3.57610,1.99630
9.78999,-3.56652,1.94842
9.62722,-3.55695,1.93885
9.56977,-3.46120,1.96757
9.54105,-3.46120,1.95800
9.53148,-3.63355,1.98672
9.52190,-3.72929,1.91012
9.47403,-3.70057,1.80480
9.46445,-3.58567,1.86225
9.58892,-3.47078,1.94842
9.69424,-3.43248,2.11119
9.74212,-3.55695,2.20694
9.75169,-3.72929,2.25481
9.78041,-3.69099,2.14949
9.79956,-3.65269,2.00587
9.79956,-3.68142,1.90055
9.67509,-3.75801,1.78566
9.56020,-3.72929,1.80480
9.53148,-3.67184,1.79523
9.64637,-3.58567,1.86225
9.73254,-3.54737,1.99630
9.77084,-3.66227,2.13034
9.82829,-3.66227,2.09204
9.83786,-3.53780,2.03459
9.78999,-3.56652,2.04417
9.78041,-3.53780,2.05374
9.69424,-3.47078,2.05374
9.73254,-3.48035,2.13034
9.80914,-3.45163,2.04417
9.81871,-3.46120,2.02502
9.78999,-3.40376,1.98672
9.73254,-3.41333,2.04417
9.80914,-3.43248,2.10162
9.94318,-3.40376,2.03459
9.99105,-3.42291,2.05374
9.98148,-3.48035,2.01545
9.93361,-3.49950,1.91970
9.86659,-3.55695,1.91012
9.78999,-3.47078,1.91970
9.77084,-3.34631,1.89098
9.86659,-3.35588,1.84310
10.03893,-3.50908,1.79523
10.00063,-3.58567,1.72821
9.77084,-3.53780,1.69948
9.68467,-3.42291,1.77608
9.78041,-3.34631,1.91012
9.90488,-3.38461,1.99630
9.96233,-3.30801,1.95800
9.80914,-3.29844,1.89098
9.68467,-3.42291,1.83353
9.66552,-3.46120,1.91970
9.72297,-3.42291,2.00587
9.78999,-3.39418,2.07289
9.78999,-3.36546,2.06332
9.75169,-3.30801,1.99630
9.78041,-3.48993,2.04417
9.84744,-3.60482,2.04417
9.83786,-3.53780,2.06332
9.78041,-3.53780,2.04417
9.73254,-3.63355,2.09204
9.63679,-3.64312,2.06332
9.58892,-3.69099,2.12077
9.66552,-3.79631,2.24523
9.83786,-3.77716,2.38885
9.89531,-3.61440,2.65694
9.78041,-3.33673,2.86758
9.64637,-3.20269,3.06865
